Date	Technoblade	Technothepig	StudioLORE	Derp Squad
Bar colors	#f59e9d	#c3ecb0	#ffaf6d	#689f39
Bar images	x	x	x	x
"Apr 10, 2015"	53		0	0
"Apr 11, 2015"	67		0	0
"Apr 12, 2015"	81		0	0
"Apr 13, 2015"	52		0	0
"Apr 14, 2015"	81		0	0
"Apr 15, 2015"	57		0	0
"Apr 16, 2015"	57		0	0
"Apr 17, 2015"	44		0	0
"Apr 18, 2015"	63		0	0
"Apr 19, 2015"	70		0	0
"Apr 20, 2015"	38		0	0
"Apr 21, 2015"	38		0	0
"Apr 22, 2015"	49		0	0
"Apr 23, 2015"	44		0	0
"Apr 24, 2015"	30		0	0
"Apr 25, 2015"	54		0	0
"Apr 26, 2015"	51		0	0
"Apr 27, 2015"	46		0	0
"Apr 28, 2015"	54		0	0
"Apr 29, 2015"	43		0	0
"Apr 30, 2015"	14		0	0
"May 01, 2015"	43		0	0
"May 02, 2015"	36		0	0
"May 03, 2015"	45		0	0
"May 04, 2015"	37		0	0
"May 05, 2015"	13		0	0
"May 06, 2015"	36		1	0
"May 07, 2015"	28		0	0
"May 08, 2015"	26		0	0
"May 09, 2015"	43		0	0
"May 10, 2015"	41		0	0
"May 11, 2015"	37		0	0
"May 12, 2015"	39		0	0
"May 13, 2015"	25		0	0
"May 14, 2015"	32		0	0
"May 15, 2015"	47		0	0
"May 16, 2015"	35		0	0
"May 17, 2015"	53		0	0
"May 18, 2015"	46		0	0
"May 19, 2015"	17		0	0
"May 20, 2015"	21		0	0
"May 21, 2015"	23		0	0
"May 22, 2015"	30		0	0
"May 23, 2015"	50		0	0
"May 24, 2015"	54		0	0
"May 25, 2015"	46		0	0
"May 26, 2015"	34		0	0
"May 27, 2015"	37		0	0
"May 28, 2015"	45		0	0
"May 29, 2015"	44		0	0
"May 30, 2015"	79		0	0
"May 31, 2015"	144		0	0
"Jun 01, 2015"	138		1	0
"Jun 02, 2015"	121		0	0
"Jun 03, 2015"	115		0	0
"Jun 04, 2015"	86		0	0
"Jun 05, 2015"	55		0	0
"Jun 06, 2015"	111		0	0
"Jun 07, 2015"	111		0	0
"Jun 08, 2015"	93		0	0
"Jun 09, 2015"	97		0	0
"Jun 10, 2015"	93		0	0
"Jun 11, 2015"	78		0	0
"Jun 12, 2015"	97		0	0
"Jun 13, 2015"	98		0	0
"Jun 14, 2015"	106		0	0
"Jun 15, 2015"	98		0	0
"Jun 16, 2015"	109		0	0
"Jun 17, 2015"	112		0	0
"Jun 18, 2015"	80		0	0
"Jun 19, 2015"	80		0	0
"Jun 20, 2015"	72		0	0
"Jun 21, 2015"	59		0	0
"Jun 22, 2015"	57		0	0
"Jun 23, 2015"	62		0	0
"Jun 24, 2015"	41		0	0
"Jun 25, 2015"	59		0	0
"Jun 26, 2015"	50		0	0
"Jun 27, 2015"	51		1	0
"Jun 28, 2015"	41		0	0
"Jun 29, 2015"	65		0	0
"Jun 30, 2015"	43		0	0
"Jul 01, 2015"	52		0	0
"Jul 02, 2015"	43		0	0
"Jul 03, 2015"	57		0	0
"Jul 04, 2015"	80		0	0
"Jul 05, 2015"	70		0	0
"Jul 06, 2015"	78		0	0
"Jul 07, 2015"	79		0	0
"Jul 08, 2015"	76		0	0
"Jul 09, 2015"	58		0	0
"Jul 10, 2015"	63		0	0
"Jul 11, 2015"	53		0	0
"Jul 12, 2015"	82		0	0
"Jul 13, 2015"	70		0	0
"Jul 14, 2015"	65		0	0
"Jul 15, 2015"	75		0	0
"Jul 16, 2015"	81		0	0
"Jul 17, 2015"	75		0	0
"Jul 18, 2015"	60		0	0
"Jul 19, 2015"	59		0	0
"Jul 20, 2015"	72		0	0
"Jul 21, 2015"	9		0	0
"Jul 22, 2015"	135		0	0
"Jul 23, 2015"	78		0	0
"Jul 24, 2015"	52		1	0
"Jul 25, 2015"	66		0	0
"Jul 26, 2015"	67		0	0
"Jul 27, 2015"	51		0	0
"Jul 28, 2015"	78		0	0
"Jul 29, 2015"	69		0	0
"Jul 30, 2015"	70		0	0
"Jul 31, 2015"	90		0	0
"Aug 01, 2015"	110		0	0
"Aug 02, 2015"	89		0	0
"Aug 03, 2015"	59		0	0
"Aug 04, 2015"	72		0	0
"Aug 05, 2015"	74		0	0
"Aug 06, 2015"	67		0	0
"Aug 07, 2015"	68		0	0
"Aug 08, 2015"	74		0	0
"Aug 09, 2015"	76		0	1
"Aug 10, 2015"	93		0	0
"Aug 11, 2015"	68		0	0
"Aug 12, 2015"	68		0	0
"Aug 13, 2015"	118		0	0
"Aug 14, 2015"	125		0	0
"Aug 15, 2015"	102		0	0
"Aug 16, 2015"	83		0	0
"Aug 17, 2015"	93		0	0
"Aug 18, 2015"	81		0	0
"Aug 19, 2015"	82		1	0
"Aug 20, 2015"	105		0	0
"Aug 21, 2015"	82		0	0
"Aug 22, 2015"	129		0	0
"Aug 23, 2015"	282		0	0
"Aug 24, 2015"	238		0	0
"Aug 25, 2015"	169		0	0
"Aug 26, 2015"	157		0	0
"Aug 27, 2015"	187		0	0
"Aug 28, 2015"	186		0	0
"Aug 29, 2015"	138		0	0
